timestamp,server_id,metric_type,latency_ms,cpu_usage_pct,memory_usage_gb,status_code
2026-08-02 15:15:00,SRV-02,web_server,59.31,58.89,2.03,404
2026-08-02 15:20:00,SRV-02,api_gateway,40.01,56.64,21.98,500
2026-08-02 15:25:00,SRV-02,web_server,26.0,78.67,2.4,200
2026-08-02 15:30:00,SRV-05,database,42.88,76.96,20.98,200
2026-08-02 15:35:00,SRV-01,database,46.31,23.51,19.54,200
2026-08-02 15:40:00,SRV-05,database,58.18,54.42,15.37,200
2026-08-02 15:45:00,SRV-05,database,38.3,86.87,11.84,200
2026-08-02 15:50:00,SRV-03,web_server,85.3,78.28,6.04,200
2026-08-02 15:55:00,SRV-03,database,19.81,8.16,13.01,200
2026-08-02 16:00:00,SRV-02,api_gateway,38.55,87.3,29.54,200
2026-08-02 16:05:00,SRV-02,web_server,26.29,20.13,12.11,200
2026-08-02 16:10:00,SRV-01,api_gateway,62.67,26.76,2.68,200
2026-08-02 16:15:00,SRV-03,database,56.01,45.57,16.19,200
2026-08-02 16:20:00,SRV-04,api_gateway,41.02,63.88,15.2,201
2026-08-02 16:25:00,SRV-01,api_gateway,57.81,80.91,26.02,200
2026-08-02 16:30:00,SRV-04,api_gateway,57.8,53.62,12.68,200
2026-08-02 16:35:00,SRV-03,web_server,60.45,91.81,29.52,200
2026-08-02 16:40:00,SRV-02,web_server,57.13,73.96,11.66,200
2026-08-02 16:45:00,SRV-03,api_gateway,62.47,81.28,5.32,200
2026-08-02 16:50:00,SRV-04,api_gateway,72.52,86.87,17.72,200
2026-08-02 16:55:00,SRV-04,web_server,56.12,31.21,9.96,201
2026-08-02 17:00:00,SRV-02,database,33.67,8.56,28.78,200
2026-08-02 17:05:00,SRV-04,api_gateway,54.59,31.89,17.08,200
2026-08-02 17:10:00,SRV-01,api_gateway,50.62,36.67,27.28,201
2026-08-02 17:15:00,SRV-04,database,55.91,26.39,14.26,200
2026-08-02 17:20:00,SRV-05,web_server,63.35,8.64,13.93,200
2026-08-02 17:25:00,SRV-05,api_gateway,53.42,35.87,14.13,200
2026-08-02 17:30:00,SRV-05,api_gateway,23.79,78.11,2.93,500
2026-08-02 17:35:00,SRV-04,database,28.99,86.96,24.23,200
2026-08-02 17:40:00,SRV-04,api_gateway,51.85,6.4,30.6,200
2026-08-02 17:45:00,SRV-01,database,58.57,33.81,30.31,404
2026-08-02 17:50:00,SRV-03,database,31.05,60.86,10.08,200
2026-08-02 17:55:00,SRV-03,api_gateway,68.58,88.83,23.91,404
2026-08-02 18:00:00,SRV-01,web_server,54.6,20.54,10.68,200
2026-08-02 18:05:00,SRV-01,api_gateway,32.83,28.88,27.73,500
2026-08-02 18:10:00,SRV-01,api_gateway,63.44,88.72,14.01,200
2026-08-02 18:15:00,SRV-01,web_server,57.59,31.45,4.75,200
2026-08-02 18:20:00,SRV-03,api_gateway,22.46,53.03,24.87,200
2026-08-02 18:25:00,SRV-03,database,48.6,37.36,24.61,200
2026-08-02 18:30:00,SRV-01,database,40.72,25.71,12.31,200
2026-08-02 18:35:00,SRV-02,web_server,49.78,48.5,8.58,500
2026-08-02 18:40:00,SRV-01,database,75.72,5.08,26.17,200
2026-08-02 18:45:00,SRV-05,api_gateway,66.23,29.65,17.25,200
2026-08-02 18:50:00,SRV-02,database,50.43,20.35,15.58,200
2026-08-02 18:55:00,SRV-02,api_gateway,19.91,75.09,13.24,200
2026-08-02 19:00:00,SRV-05,database,41.66,45.48,11.32,200
2026-08-02 19:05:00,SRV-01,api_gateway,46.34,34.61,22.81,200
2026-08-02 19:10:00,SRV-05,web_server,72.65,17.21,6.74,201
2026-08-02 19:15:00,SRV-03,web_server,48.44,44.68,11.29,500
2026-08-02 19:20:00,SRV-02,database,28.24,78.63,3.19,200
2026-08-02 19:25:00,SRV-02,database,51.86,22.49,7.14,200
2026-08-02 19:30:00,SRV-01,database,29.91,65.85,28.25,200
2026-08-02 19:35:00,SRV-04,web_server,76.5,6.27,30.73,500
2026-08-02 19:40:00,SRV-03,api_gateway,53.94,57.14,10.28,200
2026-08-02 19:45:00,SRV-05,database,60.97,71.16,17.22,200
2026-08-02 19:50:00,SRV-01,database,52.58,15.89,27.55,200
2026-08-02 19:55:00,SRV-01,database,46.66,58.52,14.81,200
2026-08-02 20:00:00,SRV-02,api_gateway,34.7,51.91,24.37,200
2026-08-02 20:05:00,SRV-02,api_gateway,57.09,37.19,25.76,200
2026-08-02 20:10:00,SRV-03,web_server,15.86,80.47,22.76,200
2026-08-02 20:15:00,SRV-02,database,36.85,50.39,26.08,200
2026-08-02 20:20:00,SRV-01,api_gateway,22.48,72.9,7.61,200
2026-08-02 20:25:00,SRV-03,database,62.8,11.38,21.63,200
2026-08-02 20:30:00,SRV-02,web_server,55.11,6.51,11.28,200
2026-08-02 20:35:00,SRV-03,database,51.13,19.25,18.16,500
2026-08-02 20:40:00,SRV-01,web_server,40.18,28.2,16.42,200
2026-08-02 20:45:00,SRV-05,web_server,21.3,86.93,2.94,200
2026-08-02 20:50:00,SRV-03,web_server,21.76,24.69,19.45,201
2026-08-02 20:55:00,SRV-02,database,23.52,49.41,3.29,200
2026-08-02 21:00:00,SRV-04,database,76.02,47.74,14.55,200
2026-08-02 21:05:00,SRV-04,web_server,42.3,80.78,29.21,200
2026-08-02 21:10:00,SRV-03,api_gateway,48.86,12.2,20.93,201
2026-08-02 21:15:00,SRV-01,web_server,60.56,62.05,14.71,500
2026-08-02 21:20:00,SRV-04,api_gateway,55.15,25.54,14.43,200
2026-08-02 21:25:00,SRV-04,database,33.23,46.1,8.94,200
2026-08-02 21:30:00,SRV-01,api_gateway,76.71,60.62,27.19,200
2026-08-02 21:35:00,SRV-02,database,32.49,60.05,22.36,200
2026-08-02 21:40:00,SRV-02,api_gateway,31.8,22.25,29.45,500
2026-08-02 21:45:00,SRV-01,api_gateway,23.2,62.2,6.2,200
2026-08-02 21:50:00,SRV-04,web_server,59.61,21.68,22.15,200
2026-08-02 21:55:00,SRV-01,web_server,29.91,51.47,20.14,200
2026-08-02 22:00:00,SRV-02,api_gateway,30.91,14.66,28.62,200
2026-08-02 22:05:00,SRV-03,database,55.68,32.33,11.96,200
2026-08-02 22:10:00,SRV-03,database,50.8,54.21,27.27,200
2026-08-02 22:15:00,SRV-05,database,54.42,26.71,22.61,404
2026-08-02 22:20:00,SRV-04,web_server,64.49,33.94,4.1,200
2026-08-02 22:25:00,SRV-01,api_gateway,56.88,47.0,23.42,200
2026-08-02 22:30:00,SRV-01,web_server,63.39,56.24,15.72,200
2026-08-02 22:35:00,SRV-01,database,73.41,43.32,3.14,200
2026-08-02 22:40:00,SRV-05,database,62.35,17.28,3.8,200
2026-08-02 22:45:00,SRV-04,api_gateway,48.77,40.97,22.78,200
2026-08-02 22:50:00,SRV-02,web_server,50.38,12.84,31.44,200
2026-08-02 22:55:00,SRV-03,database,59.68,45.27,24.17,200
2026-08-02 23:00:00,SRV-01,api_gateway,30.89,52.76,16.07,404
2026-08-02 23:05:00,SRV-04,database,69.58,83.2,22.56,200
2026-08-02 23:10:00,SRV-01,database,60.69,46.95,30.73,200
2026-08-02 23:15:00,SRV-01,database,47.33,53.7,24.69,200
2026-08-02 23:20:00,SRV-01,web_server,22.79,42.46,19.26,200
2026-08-02 23:25:00,SRV-04,api_gateway,51.54,86.99,16.97,200
2026-08-02 23:30:00,SRV-02,api_gateway,46.53,68.79,28.32,200
2026-08-02 23:35:00,SRV-05,web_server,36.37,68.32,13.94,200
2026-08-02 23:40:00,SRV-04,api_gateway,40.04,80.43,26.5,200
2026-08-02 23:45:00,SRV-03,api_gateway,37.29,85.59,29.15,200
2026-08-02 23:50:00,SRV-01,api_gateway,61.48,28.23,23.45,200
2026-08-02 23:55:00,SRV-04,api_gateway,55.53,16.63,22.76,200
2026-08-03 00:00:00,SRV-04,api_gateway,55.66,23.16,7.46,200
2026-08-03 00:05:00,SRV-01,web_server,50.18,68.44,19.18,200
2026-08-03 00:10:00,SRV-03,database,59.5,58.34,19.79,200
2026-08-03 00:15:00,SRV-02,web_server,46.84,46.27,4.89,200
2026-08-03 00:20:00,SRV-05,web_server,46.46,80.35,8.94,201
2026-08-03 00:25:00,SRV-04,api_gateway,42.78,90.95,19.85,200
2026-08-03 00:30:00,SRV-04,api_gateway,45.78,28.23,18.28,200
2026-08-03 00:35:00,SRV-03,api_gateway,60.52,34.07,27.61,500
2026-08-03 00:40:00,SRV-05,database,65.88,40.4,29.38,200
2026-08-03 00:45:00,SRV-03,web_server,22.87,15.9,9.88,200
2026-08-03 00:50:00,SRV-04,web_server,45.15,25.39,30.15,200
2026-08-03 00:55:00,SRV-04,web_server,57.5,70.21,8.6,200
2026-08-03 01:00:00,SRV-02,database,42.39,55.34,14.54,200
2026-08-03 01:05:00,SRV-02,api_gateway,32.19,59.29,22.94,200
2026-08-03 01:10:00,SRV-01,web_server,47.41,38.9,20.31,200
2026-08-03 01:15:00,SRV-04,database,38.85,38.05,30.69,200
2026-08-03 01:20:00,SRV-04,database,65.44,16.71,5.96,201
2026-08-03 01:25:00,SRV-05,api_gateway,43.38,38.05,3.43,200
2026-08-03 01:30:00,SRV-02,database,49.18,5.06,30.08,200
2026-08-03 01:35:00,SRV-04,web_server,49.23,67.3,27.59,200
