model_id,training_hours,accuracy,loss,dataset_size_gb,learning_rate,hardware_type,gpu_temp_c,deployment_status
MOD-238,13.720618661295344,0.9152893948845866,0.09775505834951825,500.0,0.001,RTX 4090,74.0965344726938,Approved
MOD-239,,0.7453561182753266,0.26950024933064365,100.0,0.0001,Unknown,56.40350625796506,Rejected
MOD-240,19.09285316025536,0.710574053461314,0.14842939993851498,500.0,0.001,NVIDIA V100,69.1932045593882,Pending
MOD-241,14.339858862658732,,,50.0,0.0001,NVIDIA V100,54.25321791959135,Approved
MOD-242,17.990226821192678,0.8188322714512966,0.27943480163480766,10.0,0.1,NVIDIA A100,82.95760886123348,Approved
MOD-243,4.320409679079441,0.8943066665425237,0.1326823464070742,100.0,0.001,RTX 4090,63.31156334305531,Approved
MOD-244,26.722813622140936,0.9373241139451197,0.014790473610393373,50.0,0.01,NVIDIA A100,82.04322887567918,Rejected
MOD-245,30.431795194953324,0.8926411263320911,0.13985695197560322,100.0,0.01,NVIDIA V100,79.56695714947317,Approved
MOD-246,14.300289326274353,0.9309522649461396,0.12202176156252736,10.0,0.01,NVIDIA V100,64.7952771797115,Rejected
MOD-247,38.229495270122264,0.8756841866665731,0.14993913914294624,10.0,0.01,RTX 4090,62.93772038985804,Pending
MOD-248,33.414347420767506,0.8895676598656879,0.10672598481280994,,0.01,RTX 4090,74.8029617310907,Approved
MOD-249,19.32747259841216,0.8406674232134184,0.1472251154953851,10.0,0.001,NVIDIA A100,65.24540770253543,Approved
MOD-250,27.920808199987135,0.8872036368812145,0.10048087535044514,,0.001,NVIDIA V100,,Approved
MOD-251,23.97689967255097,0.863332226285081,0.17155661876547965,,0.001,RTX 4090,68.13737927354465,Rejected
MOD-252,3.5116433172453476,0.8760141437223251,0.05362965652469348,100.0,0.001,nan,57.750732684274936,Pending
MOD-253,11.252385060042013,0.8366620773530529,0.1447442646041768,100.0,0.01,RTX 4090,54.15625584700433,Approved
MOD-254,20.09204800494421,0.9147143360377038,0.16506615511284362,50.0,0.01,Unknown,73.81347398795678,Review
MOD-255,31.541437581414424,0.7931637960132039,0.28854596731565496,500.0,0.01,CPU Only,67.507538029355,Approved
MOD-256,4.941223683015917,0.8485320783276714,0.07756056728224549,10.0,0.001,RTX 4090,67.57528146468694,Pending
MOD-257,3.7006491041220584,0.9549427120166061,-0.011513392579786522,50.0,0.01,NVIDIA A100,77.56691071275029,Rejected
MOD-258,12.884911412555436,0.77410225416631,0.2123667168572932,100.0,0.01,RTX 4090,81.38753821305956,Rejected
MOD-259,2.574475565996812,0.6770523630597896,0.3675771127959281,50.0,0.001,RTX 4090,69.81964222910553,Rejected
MOD-260,12.61882829117006,0.8793165733038377,0.029309708993512762,50.0,0.0001,RTX 4090,69.2752103447211,Rejected
MOD-261,16.556173119815707,0.8294436407717201,0.16781592748240604,50.0,0.01,NVIDIA V100,76.00114426491108,Pending
MOD-262,7.037383028455997,0.9308689792297471,0.04542206294127065,50.0,0.001,NVIDIA V100,61.144515442403396,Pending
MOD-263,,0.8395587936082405,0.2267394401060212,500.0,0.001,NVIDIA V100,73.78522443798158,Rejected
MOD-264,22.75134821984868,0.801652874274935,0.11450170202660225,10.0,0.0001,NVIDIA V100,76.41508777457723,Approved
MOD-265,9.455512286591935,0.8439346083345429,0.1606924224401382,1000.0,0.1,NVIDIA A100,77.44184166734104,Approved
MOD-266,7.85077536610234,0.9374454869290568,0.042874041203513485,100.0,0.01,CPU Only,56.50597837998028,Pending
MOD-267,12.478387559352583,0.89602957017539,0.17746037613847443,500.0,0.01,NVIDIA A100,65.90915784152847,Rejected
MOD-268,,0.6552878194761572,0.37459481284150525,50.0,0.1,NVIDIA A100,64.97389397741227,Rejected
MOD-269,36.66887869644526,0.8648613993669417,0.10584781767017154,100.0,0.001,NVIDIA V100,,Rejected
MOD-270,13.623336532448018,0.8688609705921124,0.17380835157434169,10.0,0.001,RTX 4090,75.84595663814387,Pending
MOD-271,8.397273545947204,0.8485400027839585,0.13201855455061284,500.0,0.001,NVIDIA V100,83.97368325956785,Rejected
MOD-272,15.157895393962008,0.8011288086745129,0.24883767688747482,10.0,0.001,NVIDIA V100,68.04027615705542,Pending
MOD-273,12.437047239951745,0.9455625499605156,0.0425836004952055,500.0,0.1,RTX 4090,68.01942001352629,Pending
MOD-274,11.60927983782274,,,,-0.01,NVIDIA V100,81.19737615102997,Approved
MOD-275,9.453931115658435,0.673747163133931,0.3480569346224315,10.0,0.0001,Unknown,74.37261550824245,Approved
MOD-276,,0.7861632417806844,0.37686131225388675,10.0,0.01,Unknown,82.1412120895038,Pending
MOD-277,4.393710872858527,0.8384215478971424,0.15893365183205738,100.0,0.1,NVIDIA V100,74.3098240240787,Approved
MOD-278,27.897329778725858,0.9258806562973336,0.0932624582837388,10.0,0.01,NVIDIA V100,62.74306705029383,Review
MOD-279,18.616665554048385,0.8527882301113413,,500.0,0.01,RTX 4090,61.33497316177755,Approved
MOD-280,16.039560706615998,0.7953124959868061,0.20482177105093285,10.0,0.1,NVIDIA A100,59.58790200752857,Approved
MOD-281,12.315924726683797,0.90676268618459,-0.041854442892062055,10.0,0.01,NVIDIA V100,77.29641467806779,Review
MOD-282,6.954201503955507,0.8330931131559206,0.190186087671131,,0.01,NVIDIA V100,198.32953851116582,Rejected
MOD-283,8.06213220574931,0.8406079312676032,0.22653577937986735,100.0,0.01,Unknown,86.79489713109105,Approved
MOD-284,4.765771175525014,0.8478273253276739,0.1720041749022938,500.0,0.1,NVIDIA A100,78.74484265858592,Pending
MOD-285,8.720195569334114,0.8959446752670787,0.038362251834052466,50.0,0.001,RTX 4090,81.30270862027989,Rejected
MOD-286,6.308638272243996,0.825316031866097,0.1345946104984529,100.0,0.001,RTX 4090,67.35986933877052,Rejected
MOD-287,,0.9049557194117778,-0.02646532576959129,50.0,0.01,NVIDIA V100,62.74867346604915,Approved
MOD-288,21.905086210478217,0.8441544825274342,0.20479171781583702,100.0,0.0001,NVIDIA A100,78.80063465934043,Pending
MOD-289,13.975071863406063,1.3167743020229232,,100.0,0.0001,nan,75.3414460179152,Pending
MOD-290,7.464874244993683,0.8470578955443642,0.15150667494502443,50.0,0.01,NVIDIA V100,72.85955499472713,Approved
MOD-291,6.530835066170537,0.7687829277483827,0.22353019363525625,50.0,0.001,RTX 4090,75.09897184506391,Pending
MOD-292,11.838823895276455,0.8532789431820753,0.22110740860083802,10.0,0.01,NVIDIA A100,74.58548385966564,Pending
MOD-293,22.415311906826865,0.9163579143385173,0.08790615155976961,100.0,-0.01,NVIDIA V100,82.27053487882849,Rejected
MOD-294,4.863840595633103,0.7641096795198308,0.27633496648546974,10.0,0.001,NVIDIA V100,82.35988467853565,Rejected
MOD-295,18.47841556436347,0.879141872464355,0.14818131574302806,100.0,0.1,NVIDIA A100,76.35376281872277,Approved
MOD-296,,0.7836770033317434,0.2842935676663266,10.0,0.01,NVIDIA A100,78.76642298050342,Approved
MOD-297,,0.8661360447933237,0.12190777048152833,100.0,0.0001,CPU Only,76.1125004193982,Pending
MOD-298,13.733447635195361,0.9188163393616388,0.1746644271635871,100.0,0.0001,NVIDIA A100,68.31064214372304,Pending
MOD-299,7.634385975260295,0.6796389540711967,0.22107793810883758,10.0,0.001,NVIDIA A100,78.05251739930512,Rejected
MOD-300,11.475943832640931,0.7608419338502923,0.28203174104976947,10.0,-0.01,NVIDIA V100,60.84403944912591,Rejected
MOD-301,7.211121252794124,0.8204816443912062,0.1361873751755872,10.0,0.01,CPU Only,80.43113241836707,Approved
MOD-302,,0.8752032391345292,0.10015928322647313,100.0,0.01,NVIDIA A100,62.44381648187172,Approved
MOD-303,20.500984101464024,0.836689333651334,0.19178137969371775,500.0,0.001,RTX 4090,74.28642629435787,Rejected
MOD-304,14.160934201649184,0.8463295374415265,0.18174056505086064,10.0,0.0001,NVIDIA A100,65.23876833259072,Approved
MOD-305,20.4574620570519,0.99,0.04032140068450358,100.0,0.001,NVIDIA A100,76.42711186459542,Rejected
MOD-306,8.621823658392742,0.7530034176920618,0.17768868510267627,50.0,0.01,NVIDIA A100,,Approved
MOD-307,18.555957575860347,0.9408388013090216,0.13161271025494037,50.0,0.001,CPU Only,59.24195233469334,Pending
MOD-308,3.9704303026927223,0.8220017498276466,0.13296589426096958,1000.0,0.01,NVIDIA A100,,Approved
MOD-309,13.729811490346517,0.8939579833998987,0.0676776620888413,50.0,0.001,NVIDIA A100,171.60581184009646,Rejected
MOD-310,19.25661816455779,0.99,0.04189483690834144,50.0,0.001,NVIDIA V100,79.04917376650695,Rejected
MOD-311,3.847998337389174,0.905094241894834,0.08056969936710397,10.0,0.0001,CPU Only,72.01060550987526,Approved
MOD-312,8.687856547891142,,,10.0,0.01,NVIDIA V100,,Approved
MOD-313,,0.9779297868119501,-0.08575982164358949,10.0,0.001,NVIDIA V100,64.3394483598783,Approved
MOD-314,23.35294507149324,0.9399838915674553,0.07423233090850626,10.0,0.01,NVIDIA A100,67.28534214858111,Pending
MOD-315,9.155932317175296,0.7860484739070851,0.22484312006852566,100.0,0.01,NVIDIA V100,68.33089091119132,Approved
MOD-316,18.143851397849204,0.8735619793963084,0.10094509371547741,50.0,0.0001,RTX 4090,78.85361984194044,Pending
MOD-317,28.906950568970906,0.7126003412687392,0.18369586074302136,50.0,0.1,RTX 4090,85.41901670244391,Review
MOD-318,18.6219206778158,0.8067877289300599,0.18257185799585987,10.0,0.01,NVIDIA V100,65.558625986057,Pending
MOD-319,11.743237784760616,0.8751242374079887,0.12300706960208063,10.0,0.0001,NVIDIA V100,80.61478515726144,Approved
MOD-320,16.59910649911064,0.8018315717774993,0.17980697870597595,100.0,0.1,NVIDIA A100,54.64258065819438,Review
MOD-321,8.984825547296749,0.8718693396777539,0.03632193710062118,,0.0001,NVIDIA V100,62.44648479126168,Approved
MOD-322,14.052905930727952,0.8489292307477568,0.23080746961808896,10.0,0.01,NVIDIA A100,64.3297723505058,Rejected
MOD-323,12.102198509521164,0.8929133385916034,0.07514358501117796,500.0,-0.01,CPU Only,61.17993048447422,Pending
MOD-324,16.284170333722887,,,50.0,0.01,nan,59.33129288169936,Rejected
MOD-325,10.245186079005936,0.774788086845063,0.10473819709402252,50.0,0.01,nan,75.30399129710239,Rejected
MOD-326,16.82030233965012,0.9682501460938608,0.11149262134104954,50.0,0.01,CPU Only,70.28745841817711,Approved
MOD-327,10.182928360119154,0.8103442605848045,0.16632824282849273,10.0,0.001,RTX 4090,75.03524318084088,Approved
MOD-328,21.785766245987553,0.9028008474493694,0.10212229340434073,10.0,0.01,RTX 4090,77.5237814889721,Rejected
MOD-329,10.844584795023781,0.9648197621178028,0.09121711012302972,100.0,0.01,NVIDIA V100,74.12493594538027,Approved
MOD-330,2.6552742937665137,0.8630135999198025,0.10317118984436616,50.0,0.01,RTX 4090,77.26210540920299,Review
MOD-331,6.679897461688654,0.781495474444548,0.2666667749247792,1000.0,0.0001,NVIDIA V100,71.44374171006184,Review
MOD-332,13.484284872724086,0.8357112020362124,0.06122252516673049,50.0,0.1,NVIDIA V100,62.50405289355405,Pending
MOD-333,32.239755117808286,0.9314032733285402,0.09614605955002543,10.0,0.01,CPU Only,80.46251344656636,Rejected
MOD-334,21.31662699180067,0.866499803659029,0.21211230466695363,100.0,0.1,NVIDIA V100,67.28710293775099,Rejected
MOD-335,2.2020852949640073,0.7535886566236578,0.2173905010154407,10.0,0.1,NVIDIA V100,64.51522960990059,Review
MOD-336,4.537848497501103,0.897731506682697,0.15821257433222297,50.0,0.0001,Unknown,159.747138448508,Pending
MOD-337,25.0220106017648,0.9115625175240799,0.18013361508560927,100.0,0.01,NVIDIA A100,64.6975126456279,Rejected
MOD-338,19.196063648497738,0.8215750491105653,0.1656828589867337,1000.0,0.001,NVIDIA V100,68.66055694408455,Approved
MOD-339,41.79456410762444,0.8988195500483797,0.0843040356591273,100.0,0.1,Unknown,74.75243137250773,Approved
MOD-340,9.923362504823784,0.8696014876368373,0.08548382507154749,100.0,0.001,RTX 4090,74.78673391396902,Rejected
MOD-341,7.528503924928427,,,100.0,0.01,NVIDIA V100,64.81735946859496,Rejected
MOD-342,13.926246990628563,0.7465171405125068,0.21271486497386216,1000.0,0.001,NVIDIA A100,68.09835701641005,Pending
MOD-343,9.801179008484265,0.9362363116084605,0.01880813347017809,10.0,0.001,NVIDIA V100,80.59466403816195,Approved
MOD-344,23.72561915017566,0.9107368799935867,0.14920488484198116,10.0,0.001,CPU Only,75.97120094187153,Approved
MOD-345,9.587550372986499,0.896710903550025,0.063792795185562,10.0,0.01,RTX 4090,88.60052031478833,Approved
MOD-346,11.24897218449034,0.9735620802942475,0.03936401544173364,10.0,0.01,NVIDIA V100,81.44102538993222,Approved
MOD-347,6.832061831499266,0.9256154981610875,0.07629617359972443,100.0,0.0001,NVIDIA A100,81.15434454847951,Approved
MOD-348,20.518363932670695,0.904925280492125,0.1699794476364312,100.0,0.1,NVIDIA A100,60.897051596353585,Rejected
MOD-349,7.132269810816885,0.6729418121578534,0.3019003762393959,50.0,0.01,nan,78.11088281306738,Rejected
MOD-350,,0.9457515961441932,0.07330580618852287,10.0,-0.01,NVIDIA V100,185.68036831317357,Pending
MOD-351,35.27758604448032,0.856646441142564,0.1829070439712414,100.0,0.01,RTX 4090,67.592145571694,Approved
MOD-352,3.4450371255480094,0.8749993344205711,0.199488145945458,50.0,0.001,NVIDIA A100,73.34412272426023,Approved
MOD-353,29.658444429468787,0.8755466551754708,,100.0,0.0001,RTX 4090,79.56169227689188,Rejected
MOD-354,15.752393551752082,0.9119066194913823,0.05719875707199869,50.0,0.0001,Unknown,,Pending
MOD-355,,0.9397740023041348,0.00713694499786259,50.0,0.1,RTX 4090,64.97220958926351,Approved
MOD-356,14.246631920289751,0.9007392914447377,,10.0,0.01,NVIDIA A100,77.93967130874097,Pending
MOD-357,20.180440694210983,0.8880228471455913,0.18120077476342805,10.0,0.1,RTX 4090,66.89929966339228,Approved
MOD-358,7.864540316299533,,,500.0,0.01,CPU Only,73.7334649517143,Pending
MOD-359,17.565211497753488,0.5818711586476257,0.5147007989087271,1000.0,0.0001,NVIDIA V100,69.57319946018292,Pending
MOD-360,31.03064080982682,0.8269927184439849,0.16791411183773222,100.0,0.0001,CPU Only,70.24906998611499,Approved
MOD-361,9.579693169095886,0.7746728386119484,0.26154768495972813,10.0,0.001,RTX 4090,78.12994380032407,Rejected
MOD-362,6.775537552123878,0.9468591631151267,0.053649431971009284,50.0,0.01,CPU Only,63.67845024147282,Approved
MOD-363,12.332432315259926,0.8995229758629035,0.12036729672462003,100.0,0.1,RTX 4090,87.56156059421546,Pending
MOD-364,13.793520403188282,0.8133490410229013,0.20123903110377606,100.0,0.01,NVIDIA A100,,Rejected
MOD-365,24.411354807570234,0.8213826254184604,0.1573681059127071,10.0,0.01,NVIDIA V100,67.21865853396115,Rejected
MOD-366,12.084367709379471,0.8184814909358062,0.2361434359684614,10.0,0.0001,NVIDIA A100,74.96169511953393,Pending
MOD-367,10.142754903180897,0.8170539076544864,0.21874371322970868,100.0,0.001,Unknown,76.67451333148247,Pending
MOD-368,6.659224149447551,0.7344354045180161,0.31694932515705776,50.0,0.0001,CPU Only,71.19619423542636,Approved
MOD-369,3.871807308098165,0.7170976405377786,0.29891371873718875,10.0,0.01,RTX 4090,71.54087437598766,Rejected
MOD-370,5.33076122233719,0.8523237417905395,0.1023477641206038,10.0,0.01,NVIDIA V100,75.28440068262093,Approved
MOD-371,5.30811505021458,0.9360251311487483,,50.0,0.0001,NVIDIA A100,70.15144418033856,Approved
MOD-372,11.324107832360056,0.806984824205771,0.1798873641158577,500.0,0.001,CPU Only,83.14545006347925,Rejected
MOD-373,4.440810104773579,0.8742755800739236,0.14392777135449714,,0.01,NVIDIA V100,78.71479291385282,Approved
MOD-374,12.894912674578965,0.908740873374138,0.12302819456697545,50.0,0.0001,NVIDIA A100,78.98259480804508,Approved
MOD-375,34.844533762330705,0.7705297435532914,0.24734134225758952,50.0,0.001,RTX 4090,64.27074621303666,Pending
MOD-376,24.80908641231485,0.8484019657024078,0.19736888535910593,10.0,0.001,NVIDIA A100,71.36489260475437,Approved
MOD-377,11.256163599162203,0.7966783614981188,0.25699053461770616,50.0,0.001,NVIDIA V100,69.59627241023438,Rejected
MOD-378,47.314213335381,0.9784895593465035,0.0102687655011341,50.0,0.0001,NVIDIA V100,63.955188994484274,Approved
MOD-379,13.822718077312302,0.9749967605489691,,100.0,0.0001,NVIDIA A100,74.88131347156613,Approved
MOD-380,15.016965990529716,0.7706125728100119,0.2160422494819248,50.0,0.0001,nan,,Approved
MOD-381,12.189027553611385,0.880870750646746,0.1359667017972934,10.0,0.01,NVIDIA A100,,Rejected
MOD-382,13.067687978450227,0.9354079440649992,0.04520814675478925,10.0,0.0001,NVIDIA A100,63.43846749684535,Pending
MOD-383,9.370274101894434,0.9178663600301064,0.04845996383735413,50.0,0.001,NVIDIA A100,85.75232490273457,Approved
MOD-384,11.357928844459986,0.8565250427987492,0.19568451164079406,10.0,0.001,CPU Only,64.8293387312635,Approved
MOD-385,29.769173589756726,0.9545245969411478,0.20157024793015446,10.0,0.01,NVIDIA V100,73.75441869760348,Review
MOD-386,26.314871213457927,0.7776388248808453,0.2042731807031388,,0.1,RTX 4090,78.33487448310454,Approved
MOD-387,2.558285235142775,0.8257525644484246,0.23501351428547934,50.0,0.0001,NVIDIA A100,193.38615764025462,Pending
MOD-388,4.8266520726041575,0.779788606419234,0.2039158279457563,50.0,0.01,NVIDIA A100,78.81974914746361,Approved
MOD-389,7.937453358466683,0.9125994795760497,0.08687627158115008,500.0,0.001,NVIDIA V100,62.16653121759667,Pending
MOD-390,22.525169178131872,0.8033890500560439,0.28449013855553973,,0.1,CPU Only,83.61694159346048,Approved
MOD-391,26.64343684727099,0.8363000659650331,0.11002316978120155,50.0,0.01,CPU Only,178.13277114513713,Pending
MOD-392,20.136401433905657,0.8994136294612599,,500.0,-0.01,NVIDIA A100,67.22870873624896,Pending
MOD-393,6.076044459959462,0.9058599931022253,0.08978007445961722,50.0,0.001,NVIDIA V100,69.60654582058052,Rejected
MOD-394,9.492814418148699,1.657141087562922,-0.6239582861660383,50.0,0.001,Unknown,78.47135415514175,Approved
MOD-395,17.741496306894053,0.9345324227018234,0.08865090588222074,50.0,0.01,NVIDIA V100,67.32435766519649,Pending
MOD-396,11.465771110710712,0.8864551734933801,0.1315787852912697,100.0,0.01,CPU Only,66.00513848461777,Rejected
MOD-397,10.50111368722845,0.7634637728335678,0.23824282624201107,100.0,0.1,NVIDIA A100,70.2277072193301,Approved
MOD-398,10.597884274579044,0.7437827283394709,,50.0,0.01,Unknown,62.584303097840255,Approved
MOD-399,25.21600010174567,0.8487344231790346,0.005581954718716808,10.0,0.0001,CPU Only,86.56435126353452,Pending
MOD-400,,0.9180075191453447,0.04445221560026823,100.0,0.01,Unknown,67.4688432702822,Approved
MOD-401,10.962232009073682,0.9200572689920784,0.0752621105437492,10.0,0.01,RTX 4090,78.65293428944322,Rejected
MOD-402,16.177403301168226,0.8784933501779874,0.15673338977713813,50.0,0.01,NVIDIA V100,73.67576066918218,Rejected
MOD-403,5.5047610458184675,0.853893987066146,0.22059426993728226,100.0,0.001,Unknown,,Pending
MOD-404,9.504519589040111,0.8909390135263204,0.06480600106532255,100.0,-0.01,NVIDIA V100,71.95236232629817,Review
MOD-405,23.863397796133846,0.7815735588488593,0.2912803724279691,100.0,0.01,NVIDIA V100,78.27202223448599,Review
MOD-406,4.234262450441656,,,500.0,0.01,RTX 4090,70.49390931930955,Approved
MOD-407,18.918702328654255,0.9839150734498017,0.009589437401164018,50.0,0.01,CPU Only,81.54490356680822,Pending
MOD-408,2.535161180309456,0.8843049851696558,0.14476664077022483,100.0,0.001,Unknown,80.17212314225492,Approved
MOD-409,32.53511727340027,0.8657840335994281,0.12405416243523323,100.0,0.001,NVIDIA A100,79.35131883726663,Rejected
MOD-410,9.360633072191133,0.8170863221872504,0.23841955814606547,10.0,0.1,CPU Only,68.32274582181603,Rejected
MOD-411,16.86499294812529,0.8922999076639728,0.08746988508036999,10.0,0.001,RTX 4090,63.361260417748106,Approved
MOD-412,14.287913791020125,0.7946946103186578,0.18582864011732547,10.0,0.001,NVIDIA A100,67.09129915709764,Review
MOD-413,14.598578156543615,0.6721110375203575,0.3804879601901091,50.0,0.01,NVIDIA V100,73.56992752533377,Approved
MOD-414,16.007734474975067,0.6328714159607131,0.328972364625904,100.0,-0.01,NVIDIA V100,76.36629370825884,Rejected
MOD-415,3.6771237888222985,0.786040133346921,0.22640632141891198,500.0,0.01,NVIDIA V100,54.62742876191642,Pending
MOD-416,14.777667821421574,0.8625102498334621,0.05446561678184665,10.0,0.01,nan,71.93509438710599,Pending
MOD-417,11.886825881111747,0.8765577387162786,0.2144242288867809,10.0,0.001,RTX 4090,73.26471380258548,Approved
MOD-418,9.393948569115423,0.8110594393192572,0.24926815749258158,,0.001,RTX 4090,69.7796459494756,Rejected
MOD-419,7.93463377659264,0.8613468133714323,0.2761585466076055,10.0,0.001,nan,82.33019071212703,Pending
MOD-420,14.997180597586146,0.8280617314356375,0.23885645513668174,50.0,0.001,NVIDIA V100,75.37424059400696,Approved
MOD-421,,0.770054979387989,0.17346250913198696,50.0,0.0001,CPU Only,82.48153526464718,Rejected
MOD-422,23.62523605689877,0.84570043928247,0.18773205372555965,50.0,0.01,NVIDIA V100,70.27231583719814,Approved
MOD-423,,0.9150365689892519,0.039062992899657874,10.0,0.0001,CPU Only,79.4998199400554,Rejected
MOD-424,15.534962639543938,0.7736750601802942,0.3052268151723607,10.0,0.001,NVIDIA A100,85.08053115622016,Pending
MOD-425,23.074055896207483,0.7737116309584241,0.1712313546426973,10.0,0.001,Unknown,82.4935475941813,Rejected
MOD-426,3.2432405463083427,0.7644599524838274,0.17808230330418276,50.0,0.001,NVIDIA A100,63.26286725257013,Rejected
MOD-427,5.376907024958355,0.6950785012393507,0.224430926075815,50.0,0.01,NVIDIA V100,69.97059137966096,Rejected
MOD-428,18.02235052655384,0.8115838100682384,0.1639971988686115,10.0,0.0001,CPU Only,69.23868235640163,Rejected
MOD-429,8.242151766785605,0.9071268890362024,0.05839921972461901,100.0,0.001,NVIDIA V100,75.91403628061062,Approved
MOD-430,8.93763529898598,0.863913286706701,0.07300425800133575,500.0,0.01,RTX 4090,77.49082844011626,Approved
MOD-431,4.8301805659170665,1.2345885493194149,-0.13509809410723866,10.0,0.001,NVIDIA V100,65.28885860779411,Rejected
MOD-432,6.847185273055336,0.8603251838592135,0.1661688509601187,50.0,-0.01,RTX 4090,72.5427081113355,Rejected
MOD-433,23.919199012712454,0.8108814810056674,0.20973024598716822,100.0,0.001,NVIDIA A100,55.84058134275091,Rejected
MOD-434,17.78047590449915,0.6941690690189222,0.3852891519434742,10.0,0.1,NVIDIA A100,83.53556004641511,Approved
MOD-435,14.900170732431006,0.9126975025451652,0.10011538705698149,50.0,0.01,NVIDIA V100,67.90100607458645,Approved
MOD-436,9.163904344752277,0.9356899659027721,0.02687602402197093,100.0,0.01,NVIDIA V100,72.44691151875598,Approved
MOD-437,14.354555927472045,0.791747457914577,0.12324205495954015,500.0,0.01,NVIDIA A100,69.5228022880955,Review
MOD-438,25.0906366984608,0.8379331503514755,0.12181398003135428,500.0,0.001,NVIDIA V100,81.16822060010732,Rejected
MOD-439,8.376588094907529,0.8310400663151871,0.24423071371023602,50.0,0.01,NVIDIA V100,49.29994846882097,Approved
MOD-440,13.049688971490824,0.8781031047539634,0.05913008946172864,100.0,0.01,NVIDIA A100,71.86711726139272,Approved
MOD-441,,0.9851914765301032,0.03246488536979064,50.0,0.1,RTX 4090,71.15344994001842,Review
MOD-442,19.987161969833906,0.9427832996231444,,100.0,0.0001,CPU Only,68.37090889926654,Approved
MOD-443,9.247913198554786,,,50.0,0.0001,NVIDIA A100,85.80981236508507,Pending
MOD-444,19.082067464383726,0.8933971089200189,0.12655205751951026,10.0,0.01,RTX 4090,64.90136432915384,Approved
MOD-445,4.182801717585631,0.950348549485817,0.08243164615785428,100.0,0.01,RTX 4090,78.17436941788529,Review
MOD-446,12.734774056403307,0.8826676131515823,0.1362964304395502,50.0,0.01,NVIDIA V100,,Pending
MOD-447,19.070271143015244,0.8496240476447862,0.23082966097887794,50.0,0.0001,RTX 4090,82.09215402028413,Rejected
MOD-448,16.684785466571192,0.8856800075733748,0.06230540601524463,1000.0,0.1,NVIDIA V100,160.37557476924394,Approved
MOD-449,18.965917710530526,0.7937382781949222,0.21828296564701713,10.0,0.001,NVIDIA V100,66.13624880700993,Approved
MOD-450,21.367088355425103,0.8054175100716735,0.1036704682284691,50.0,0.01,NVIDIA A100,80.76855925981918,Rejected
MOD-451,17.44491276322437,1.3556009383902567,-0.4592882477495836,10.0,0.001,RTX 4090,75.40257046664088,Rejected
MOD-452,,0.8745651613256195,0.12135128713178135,100.0,0.01,RTX 4090,59.64050122658593,Approved
MOD-453,15.102002397760522,0.839487767518221,0.18768121092901688,100.0,0.01,NVIDIA A100,67.68555988429384,Approved
MOD-454,6.31107514330468,0.7841505550921536,0.29738283376972463,50.0,0.001,NVIDIA V100,75.09106123078449,Rejected
MOD-455,23.913305388537722,0.8368656470703596,0.2841239395801636,100.0,0.0001,nan,78.70211377237271,Rejected
MOD-456,13.012967519887333,0.8875998608610536,0.17839317267222043,50.0,0.01,NVIDIA V100,66.56615477445636,Approved
MOD-457,19.707729138753262,0.99,0.046358287219901435,100.0,0.01,NVIDIA V100,48.68595208146447,Approved
MOD-458,22.555357876166617,0.9309654291763086,0.07703281361238212,50.0,-0.01,Unknown,76.18578548589626,Review
MOD-459,9.548098528842138,0.6672681714014128,0.2561704254394183,50.0,0.01,RTX 4090,62.237434480448194,Rejected
MOD-460,10.091029368403756,0.8691446773456276,0.12355349236728247,1000.0,0.01,RTX 4090,55.86128961502071,Pending
MOD-461,10.964914478855135,0.9643459410170283,0.10017289654588299,10.0,0.01,CPU Only,49.34139260012687,Rejected
MOD-462,26.43930769550636,1.3813999496108962,-0.33648585680949417,10.0,0.01,CPU Only,78.51184688158193,Approved
MOD-463,7.281572560758538,0.8941247416169938,0.041558551048858736,50.0,0.01,NVIDIA V100,73.02893960323973,Approved
MOD-464,28.980997206110523,,,,0.0001,NVIDIA V100,70.19474895430199,Approved
MOD-465,15.003447134670466,0.9420232424732928,0.08439639812009318,50.0,0.01,NVIDIA V100,83.11219490370209,Pending
MOD-466,15.634809101595241,0.8823405756010761,0.13515393040466073,10.0,0.001,nan,77.09859746418458,Rejected
MOD-467,21.996055606942694,0.7792787636352635,0.21932845859586977,50.0,0.001,RTX 4090,84.93040034177534,Approved
MOD-468,14.016526895530028,0.8339318817367504,0.1993473166104593,50.0,0.001,NVIDIA A100,60.85811622266403,Review
MOD-469,24.062194598065876,0.8386643459161901,0.1962013060294298,10.0,0.1,CPU Only,71.72359500836829,Approved
MOD-470,9.53997259703972,0.840145742815196,0.1277813189132337,100.0,0.1,NVIDIA V100,59.06629300041588,Review
MOD-471,28.46849122678033,0.9395410355820211,0.08320966748708371,,0.01,NVIDIA A100,70.16494134515627,Review
MOD-472,10.016580941083156,0.7825904062887816,0.20793983667385768,50.0,0.0001,NVIDIA V100,70.01107316986658,Approved
MOD-473,29.068859577104817,0.9302441047728947,-0.004605798160206814,50.0,0.001,NVIDIA V100,,Approved
MOD-474,10.18837097417248,0.8258200259262783,0.14609962232181345,50.0,-0.01,CPU Only,72.36451104913519,Rejected
MOD-475,11.162371935196607,0.8678808885063332,0.05393462722639558,10.0,0.001,NVIDIA A100,,Rejected
MOD-476,6.700239242605544,0.8557902069024828,0.19321446985102247,500.0,-0.01,CPU Only,77.62752106511115,Rejected
MOD-477,7.995485387972869,0.8482555729534532,0.16953889592426274,50.0,0.0001,RTX 4090,89.23942941906513,Review
